ID	Gene Name	Species	GOTERM_BP_DIRECT
LRRTM3	leucine rich repeat transmembrane neuronal 3(LRRTM3)	Homo sapiens	GO:0006469~negative regulation of protein kinase activity,GO:0019221~cytokine-mediated signaling pathway,GO:0046426~negative regulation of JAK-STAT cascade,GO:0051965~positive regulation of synapse assembly,GO:1902004~positive regulation of beta-amyloid formation,
LSAMP	limbic system-associated membrane protein(LSAMP)	Homo sapiens	GO:0007155~cell adhesion,GO:0007399~nervous system development,GO:0035641~locomotory exploration behavior,
LCN2	lipocalin 2(LCN2)	Homo sapiens	GO:0006811~ion transport,GO:0006879~cellular iron ion homeostasis,GO:0006915~apoptotic process,GO:0009615~response to virus,GO:0009635~response to herbicide,GO:0010046~response to mycotoxin,GO:0010628~positive regulation of gene expression,GO:0015891~siderophore transport,GO:0031346~positive regulation of cell projection organization,GO:0031669~cellular response to nutrient levels,GO:0042493~response to drug,GO:0045087~innate immune response,GO:0070207~protein homotrimerization,GO:0070301~cellular response to hydrogen peroxide,GO:0071222~cellular response to lipopolysaccharide,GO:0071347~cellular response to interleukin-1,GO:0071356~cellular response to tumor necrosis factor,GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand,
LHCGR	luteinizing hormone/choriogonadotropin receptor(LHCGR)	Homo sapiens	GO:0007186~G-protein coupled receptor signaling pathway,GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007190~activation of adenylate cyclase activity,GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway,GO:0008584~male gonad development,GO:0009755~hormone-mediated signaling pathway,GO:0022602~ovulation cycle process,GO:0030539~male genitalia development,GO:0032962~positive regulation of inositol trisphosphate biosynthetic process,GO:0042700~luteinizing hormone signaling pathway,GO:0043950~positive regulation of cAMP-mediated signaling,GO:0050890~cognition,GO:0071371~cellular response to gonadotropin stimulus,
MFSD4A	major facilitator superfamily domain containing 4A(MFSD4A)	Homo sapiens	GO:0055085~transmembrane transport,GO:1904659~glucose transmembrane transport,
MRAP2	melanocortin 2 receptor accessory protein 2(MRAP2)	Homo sapiens	GO:0006112~energy reserve metabolic process,GO:0007631~feeding behavior,GO:0030819~positive regulation of cAMP biosynthetic process,GO:0034394~protein localization to cell surface,GO:0097009~energy homeostasis,
MTNR1A	melatonin receptor 1A(MTNR1A)	Homo sapiens	GO:0007166~cell surface receptor signaling pathway,GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007617~mating behavior,GO:0007623~circadian rhythm,GO:0030828~positive regulation of cGMP biosynthetic process,
MT1G	metallothionein 1G(MT1G)	Homo sapiens	GO:0030224~monocyte differentiation,GO:0035924~cellular response to vascular endothelial growth factor stimulus,GO:0042117~monocyte activation,GO:0045926~negative regulation of growth,GO:0071276~cellular response to cadmium ion,GO:0071280~cellular response to copper ion,GO:0071294~cellular response to zinc ion,
MT1H	metallothionein 1H(MT1H)	Homo sapiens	GO:0045926~negative regulation of growth,GO:0071276~cellular response to cadmium ion,GO:0071294~cellular response to zinc ion,
MAPK4	mitogen-activated protein kinase 4(MAPK4)	Homo sapiens	GO:0000165~MAPK cascade,GO:0006468~protein phosphorylation,GO:0007049~cell cycle,
MKX	mohawk homeobox(MKX)	Homo sapiens	GO:0006355~regulation of transcription, DNA-templated,GO:0007517~muscle organ development,
MOGAT2	monoacylglycerol O-acyltransferase 2(MOGAT2)	Homo sapiens	GO:0006071~glycerol metabolic process,GO:0006651~diacylglycerol biosynthetic process,GO:0019432~triglyceride biosynthetic process,GO:0050892~intestinal absorption,
MLNR	motilin receptor(MLNR)	Homo sapiens	GO:0007186~G-protein coupled receptor signaling pathway,GO:0007586~digestion,
MUC15	mucin 15, cell surface associated(MUC15)	Homo sapiens	GO:0016266~O-glycan processing,
MUC6	mucin 6, oligomeric mucus/gel-forming(MUC6)	Homo sapiens	GO:0016266~O-glycan processing,GO:0030277~maintenance of gastrointestinal epithelium,
MYZAP	myocardial zonula adherens protein(MYZAP)	Homo sapiens	GO:0035556~intracellular signal transduction,
MRLN	myoregulin(MRLN)	Homo sapiens	GO:0043086~negative regulation of catalytic activity,GO:1902081~negative regulation of calcium ion import into sarcoplasmic reticulum,
MYH1	myosin heavy chain 1(MYH1)	Homo sapiens	GO:0006936~muscle contraction,
MYH7	myosin heavy chain 7(MYH7)	Homo sapiens	GO:0002026~regulation of the force of heart contraction,GO:0002027~regulation of heart rate,GO:0003009~skeletal muscle contraction,GO:0006936~muscle contraction,GO:0006941~striated muscle contraction,GO:0007512~adult heart development,GO:0014728~regulation of the force of skeletal muscle contraction,GO:0014883~transition between fast and slow fiber,GO:0014898~cardiac muscle hypertrophy in response to stress,GO:0030049~muscle filament sliding,GO:0031449~regulation of slow-twitch skeletal muscle fiber contraction,GO:0046034~ATP metabolic process,GO:0055010~ventricular cardiac muscle tissue morphogenesis,GO:0060048~cardiac muscle contraction,
MYH8	myosin heavy chain 8(MYH8)	Homo sapiens	GO:0003009~skeletal muscle contraction,GO:0006470~protein dephosphorylation,GO:0006936~muscle contraction,GO:0030049~muscle filament sliding,GO:0046034~ATP metabolic process,
MYLK3	myosin light chain kinase 3(MYLK3)	Homo sapiens	GO:0002528~regulation of vascular permeability involved in acute inflammatory response,GO:0006468~protein phosphorylation,GO:0045214~sarcomere organization,GO:0048769~sarcomerogenesis,GO:0055003~cardiac myofibril assembly,GO:0060298~positive regulation of sarcomere organization,GO:0071347~cellular response to interleukin-1,
NKD1	naked cuticle homolog 1(NKD1)	Homo sapiens	GO:0001754~eye photoreceptor cell differentiation,GO:0007525~somatic muscle development,GO:0016055~Wnt signaling pathway,GO:0045732~positive regulation of protein catabolic process,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0090249~regulation of cell motility involved in somitogenic axis elongation,GO:1901231~positive regulation of non-canonical Wnt signaling pathway via JNK cascade,GO:1901233~negative regulation of convergent extension involved in axis elongation,GO:2000096~positive regulation of Wnt signaling pathway, planar cell polarity pathway,
NKD2	naked cuticle homolog 2(NKD2)	Homo sapiens	GO:0006887~exocytosis,GO:0010954~positive regulation of protein processing,GO:0016055~Wnt signaling pathway,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0048210~Golgi vesicle fusion to target membrane,GO:0072661~protein targeting to plasma membrane,GO:0090004~positive regulation of establishment of protein localization to plasma membrane,GO:0090090~negative regulation of canonical Wnt signaling pathway,
NEB	nebulin(NEB)	Homo sapiens	GO:0007517~muscle organ development,GO:0007525~somatic muscle development,GO:0030049~muscle filament sliding,GO:0030832~regulation of actin filament length,
NTNG1	netrin G1(NTNG1)	Homo sapiens	GO:0007409~axonogenesis,
NELL1	neural EGFL like 1(NELL1)	Homo sapiens	GO:0007399~nervous system development,GO:0010468~regulation of gene expression,GO:0030154~cell differentiation,GO:0030501~positive regulation of bone mineralization,GO:0033689~negative regulation of osteoblast proliferation,GO:0045669~positive regulation of osteoblast differentiation,GO:1903363~negative regulation of cellular protein catabolic process,GO:2000599~negative regulation of cyclin catabolic process,
NEU4	neuraminidase 4(NEU4)	Homo sapiens	GO:0006516~glycoprotein catabolic process,GO:0006687~glycosphingolipid metabolic process,GO:0006689~ganglioside catabolic process,GO:0009313~oligosaccharide catabolic process,
NRXN1	neurexin 1(NRXN1)	Homo sapiens	GO:0001525~angiogenesis,GO:0007157~heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,GO:0007158~neuron cell-cell adhesion,GO:0007165~signal transduction,GO:0007268~chemical synaptic transmission,GO:0007269~neurotransmitter secretion,GO:0007411~axon guidance,GO:0007416~synapse assembly,GO:0007612~learning,GO:0016339~calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,GO:0021707~cerebellar granule cell differentiation,GO:0023041~neuronal signal transduction,GO:0030534~adult behavior,GO:0035176~social behavior,GO:0035418~protein localization to synapse,GO:0042297~vocal learning,GO:0045184~establishment of protein localization,GO:0050885~neuromuscular process controlling balance,GO:0051490~negative regulation of filopodium assembly,GO:0051965~positive regulation of synapse assembly,GO:0051968~positive regulation of synaptic transmission, glutamatergic,GO:0060134~prepulse inhibition,GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0071625~vocalization behavior,GO:0090004~positive regulation of establishment of protein localization to plasma membrane,GO:0090126~protein complex assembly involved in synapse maturation,GO:0090129~positive regulation of synapse maturation,GO:0097091~synaptic vesicle clustering,GO:0097104~postsynaptic membrane assembly,GO:0097105~presynaptic membrane assembly,GO:0097112~gamma-aminobutyric acid receptor clustering,GO:0097114~NMDA glutamate receptor clustering,GO:0097116~gephyrin clustering involved in postsynaptic density assembly,GO:0097117~guanylate kinase-associated protein clustering,GO:0097118~neuroligin clustering involved in postsynaptic membrane assembly,GO:0097119~postsynaptic density protein 95 clustering,GO:0097120~receptor localization to synapse,GO:2000310~regulation of N-methyl-D-aspartate selective glutamate receptor activity,GO:2000311~regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity,GO:2000463~positive regulation of excitatory postsynaptic potential,GO:2000821~regulation of grooming behavior,
NMUR2	neuromedin U receptor 2(NMUR2)	Homo sapiens	GO:0002023~reduction of food intake in response to dietary excess,GO:0006816~calcium ion transport,GO:0006940~regulation of smooth muscle contraction,GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0007218~neuropeptide signaling pathway,GO:0007267~cell-cell signaling,GO:0007417~central nervous system development,GO:0007625~grooming behavior,GO:0007631~feeding behavior,GO:0019722~calcium-mediated signaling,GO:0043006~activation of phospholipase A2 activity by calcium-mediated signaling,GO:0048016~inositol phosphate-mediated signaling,GO:0048265~response to pain,GO:0050482~arachidonic acid secretion,GO:1902476~chloride transmembrane transport,
NMRK2	nicotinamide riboside kinase 2(NMRK2)	Homo sapiens	GO:0009435~NAD biosynthetic process,GO:0016310~phosphorylation,GO:0045662~negative regulation of myoblast differentiation,
NOS1	nitric oxide synthase 1(NOS1)	Homo sapiens	GO:0001666~response to hypoxia,GO:0002028~regulation of sodium ion transport,GO:0006527~arginine catabolic process,GO:0006809~nitric oxide biosynthetic process,GO:0006941~striated muscle contraction,GO:0007263~nitric oxide mediated signal transduction,GO:0007520~myoblast fusion,GO:0009408~response to heat,GO:0010523~negative regulation of calcium ion transport into cytosol,GO:0018119~peptidyl-cysteine S-nitrosylation,GO:0031284~positive regulation of guanylate cyclase activity,GO:0033555~multicellular organismal response to stress,GO:0035066~positive regulation of histone acetylation,GO:0042136~neurotransmitter biosynthetic process,GO:0042738~exogenous drug catabolic process,GO:0043267~negative regulation of potassium ion transport,GO:0045454~cell redox homeostasis,GO:0045776~negative regulation of blood pressure,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045909~positive regulation of vasodilation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050767~regulation of neurogenesis,GO:0051346~negative regulation of hydrolase activity,GO:0051612~negative regulation of serotonin uptake,GO:0051926~negative regulation of calcium ion transport,GO:0055114~oxidation-reduction process,GO:0055117~regulation of cardiac muscle contraction,GO:0060314~regulation of ryanodine-sensitive calcium-release channel activity,GO:0071363~cellular response to growth factor stimulus,GO:0098735~positive regulation of the force of heart contraction,GO:1901205~negative regulation of adrenergic receptor signaling pathway involved in heart process,GO:1901206~positive regulation of adrenergic receptor signaling pathway involved in heart process,GO:1902307~positive regulation of sodium ion transmembrane transport,GO:1902514~regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,GO:1903779~regulation of cardiac conduction,
