ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
LGR5	leucine rich repeat containing G protein-coupled receptor 5(LGR5)	Homo sapiens				GO:0001942~hair follicle development,GO:0007186~G-protein coupled receptor signaling pathway,GO:0009994~oocyte differentiation,GO:0042127~regulation of cell proliferation,GO:0048839~inner ear development,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:2001013~epithelial cell proliferation involved in renal tubule morphogenesis,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0032588~trans-Golgi network membrane,	GO:0004888~transmembrane signaling receptor activity,GO:0004930~G-protein coupled receptor activity,GO:0005515~protein binding,GO:0016500~protein-hormone receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000372:Leucine-rich repeat-containing N-terminal,IPR001611:Leucine-rich repeat,IPR002131:Glycoprotein hormone receptor,IPR003591:Leucine-rich repeat, typical subtype,IPR017452:GPCR, rhodopsin-like, 7TM,				SM00013:LRRNT,SM00369:LRR_TYP,	3D-structure,Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Golgi apparatus,Leucine-rich repeat,Membrane,Polymorphism,Receptor,Reference proteome,Repeat,Signal,Transducer,Transmembrane,Transmembrane helix,	chain:Leucine-rich repeat-containing G-protein coupled receptor 5,glycosylation site:N-linked (GlcNAc...),repeat:LRR 1,repeat:LRR 10,repeat:LRR 11,repeat:LRR 12,repeat:LRR 13,repeat:LRR 14,repeat:LRR 15,repeat:LRR 16,repeat:LRR 17,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
LBP	lipopolysaccharide binding protein(LBP)	Homo sapiens	73.Integrins_and_other_cell-surface_receptors,	H_gsk3Pathway:Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages,		GO:0002232~leukocyte chemotaxis involved in inflammatory response,GO:0002281~macrophage activation involved in immune response,GO:0006953~acute-phase response,GO:0006968~cellular defense response,GO:0008228~opsonization,GO:0015920~lipopolysaccharide transport,GO:0031663~lipopolysaccharide-mediated signaling pathway,GO:0032490~detection of molecule of bacterial origin,GO:0032496~response to lipopolysaccharide,GO:0032720~negative regulation of tumor necrosis factor production,GO:0032722~positive regulation of chemokine production,GO:0032755~positive regulation of interleukin-6 production,GO:0032757~positive regulation of interleukin-8 production,GO:0032760~positive regulation of tumor necrosis factor production,GO:0034142~toll-like receptor 4 signaling pathway,GO:0034145~positive regulation of toll-like receptor 4 signaling pathway,GO:0042535~positive regulation of tumor necrosis factor biosynthetic process,GO:0043032~positive regulation of macrophage activation,GO:0044130~negative regulation of growth of symbiont in host,GO:0045087~innate immune response,GO:0050829~defense response to Gram-negative bacterium,GO:0050830~defense response to Gram-positive bacterium,GO:0060265~positive regulation of respiratory burst involved in inflammatory response,GO:0071222~cellular response to lipopolysaccharide,GO:0071223~cellular response to lipoteichoic acid,GO:0090023~positive regulation of neutrophil chemotaxis,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0009986~cell surface,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0001530~lipopolysaccharide binding,GO:0005102~receptor binding,GO:0005515~protein binding,GO:0070891~lipoteichoic acid binding,	IPR001124:Lipid-binding serum glycoprotein, C-terminal,IPR017942:Lipid-binding serum glycoprotein, N-terminal,IPR017943:Bactericidal permeability-increasing protein, alpha/beta domain,IPR017954:Lipid-binding serum glycoprotein, conserved site,	hsa04064:NF-kappa B signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa05132:Salmonella infection,hsa05152:Tuberculosis,		PIRSF002417:lipid-binding protein, LBP type,	SM00328:BPI1,SM00329:BPI2,	Antibiotic,Antimicrobial,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Immunity,Innate immunity,Lipid transport,Membrane,Polymorphism,Reference proteome,Secreted,Signal,Transport,	chain:Lipopolysaccharide-binding protein,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,
LINC00488	long intergenic non-protein coding RNA 488(LINC00488)	Homo sapiens													chain:Putative uncharacterized protein C3orf66,
MFSD2A	major facilitator superfamily domain containing 2A(MFSD2A)	Homo sapiens			Carbohydrate transport and metabolism,	GO:0015908~fatty acid transport,GO:0021766~hippocampus development,GO:0045056~transcytosis,GO:0051977~lysophospholipid transport,GO:0055085~transmembrane transport,GO:0060856~establishment of blood-brain barrier,GO:1990379~lipid transport across blood brain barrier,	GO:0005737~cytoplasm,GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0005548~phospholipid transporter activity,GO:0015245~fatty acid transporter activity,GO:0015293~symporter activity,GO:0051978~lysophospholipid transporter activity,	IPR020846:Major facilitator superfamily domain,		616486~Microcephaly 15, primary, autosomal recessive,			Alternative splicing,Cell membrane,Complete proteome,Disease mutation,Endoplasmic reticulum,Glycoprotein,Lipid transport,Membrane,Primary microcephaly,Proteomics identification,Reference proteome,Symport,Transmembrane,Transmembrane helix,Transport,	chain:Major facilitator superfamily domain- containing protein 2A,compositionally biased region:Poly-Lys,sequence conflict,splice variant,transmembrane region,
MAL	mal, T-cell differentiation protein(MAL)	Homo sapiens		h_malPathway:Role of MAL in Rho-Mediated Activation of SRF,		GO:0001766~membrane raft polarization,GO:0006915~apoptotic process,GO:0007417~central nervous system development,GO:0030154~cell differentiation,GO:0042552~myelination,GO:0045176~apical protein localization,GO:0055085~transmembrane transport,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,	GO:0005768~endosome,GO:0005783~endoplasmic reticulum,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0019898~extrinsic component of membrane,GO:0045121~membrane raft,	GO:0005515~protein binding,GO:0008289~lipid binding,GO:0015267~channel activity,GO:0016505~peptidase activator activity involved in apoptotic process,GO:0019911~structural constituent of myelin sheath,	IPR008253:Marvel,IPR013295:Myelin and lymphocyte (MAL) protein,					Alternative splicing,Complete proteome,Lipoprotein,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:Myelin and lymphocyte protein,domain:MARVEL,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
MMP13	matrix metallopeptidase 13(MMP13)	Homo sapiens				GO:0001958~endochondral ossification,GO:0003417~growth plate cartilage development,GO:0006508~proteolysis,GO:0022617~extracellular matrix disassembly,GO:0030282~bone mineralization,GO:0030574~collagen catabolic process,GO:0044267~cellular protein metabolic process,GO:0060349~bone morphogenesis,	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005581~collagen trimer,GO:0005615~extracellular space,GO:0016021~integral component of membrane,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0005509~calcium ion binding,GO:0005518~collagen binding,GO:0008270~zinc ion binding,	IPR000585:Hemopexin-like domain,IPR001818:Peptidase M10, metallopeptidase,IPR002477:Peptidoglycan binding-like,IPR006026:Peptidase, metallopeptidase,IPR016293:Peptidase M10A, metazoans,IPR018486:Hemopexin, conserved site,IPR018487:Hemopexin-like repeats,IPR021158:Peptidase M10A, cysteine switch, zinc binding site,IPR021190:Peptidase M10A,IPR024079:Metallopeptidase, catalytic domain,		602111~Metaphyseal anadysplasia 1,602111~Spondyloepimetaphyseal dysplasia, Missouri type,	PIRSF001191:matrix metalloproteinase, stromelysin type,	SM00120:HX,SM00235:ZnMc,	3D-structure,Calcium,Collagen,Collagen degradation,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Dwarfism,Extracellular matrix,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Phosphoprotein,Polymorphism,Protease,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,Transmembrane,Transmembrane helix,Zinc,Zymogen,	chain:Collagenase 3,disulfide bond,domain:Hemopexin-like 1,domain:Hemopexin-like 2,domain:Hemopexin-like 3,domain:Hemopexin-like 4,glycosylation site:N-linked (GlcNAc...),helix,metal ion-binding site:Calcium 1,metal ion-binding site:Calcium 1; via carbonyl oxygen,metal ion-binding site:Calcium 2,metal ion-binding site:Calcium 2; via carbonyl oxygen,metal ion-binding site:Calcium 3; via carbonyl oxygen,metal ion-binding site:Calcium 4; via carbonyl oxygen,metal ion-binding site:Zinc 1,metal ion-binding site:Zinc 2; catalytic,metal ion-binding site:Zinc 2; in inhibited form,propeptide:Activation peptide,sequence variant,short sequence motif:Cysteine switch,signal peptide,strand,turn,
MMP7	matrix metallopeptidase 7(MMP7)	Homo sapiens				GO:0006508~proteolysis,GO:0007568~aging,GO:0022617~extracellular matrix disassembly,GO:0030574~collagen catabolic process,GO:0031667~response to nutrient levels,GO:0044849~estrous cycle,GO:0060135~maternal process involved in female pregnancy,GO:0071260~cellular response to mechanical stimulus,	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0009986~cell surface,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0004222~metalloendopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0008201~heparin binding,GO:0008270~zinc ion binding,	IPR001818:Peptidase M10, metallopeptidase,IPR002477:Peptidoglycan binding-like,IPR006026:Peptidase, metallopeptidase,IPR021158:Peptidase M10A, cysteine switch, zinc binding site,IPR021190:Peptidase M10A,IPR024079:Metallopeptidase, catalytic domain,	hsa04310:Wnt signaling pathway,			SM00235:ZnMc,	3D-structure,Calcium,Collagen degradation,Complete proteome,Direct protein sequencing,Extracellular matrix,Hydrolase,Metal-binding,Metalloprotease,Polymorphism,Protease,Reference proteome,Secreted,Signal,Zinc,Zymogen,	chain:Matrilysin,helix,metal ion-binding site:Calcium 1,metal ion-binding site:Calcium 1; via carbonyl oxygen,metal ion-binding site:Calcium 2,metal ion-binding site:Calcium 2; via carbonyl oxygen,metal ion-binding site:Zinc 1,metal ion-binding site:Zinc 2; catalytic,metal ion-binding site:Zinc 2; in inhibited form,propeptide:Activation peptide,sequence variant,short sequence motif:Cysteine switch,signal peptide,strand,turn,
MS4A10	membrane spanning 4-domains A10(MS4A10)	Homo sapiens					GO:0016021~integral component of membrane,		IPR007237:CD20-like,					Complete proteome,Membrane,Polymorphism,Receptor,Reference proteome,Transmembrane,Transmembrane helix,	chain:Membrane-spanning 4-domains subfamily A member 10,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
MSLN	mesothelin(MSLN)	Homo sapiens				GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0031016~pancreas development,	GO:0005615~extracellular space,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0031225~anchored component of membrane,	GO:0005515~protein binding,	IPR010335:Mesothelin,IPR026664:Stereocilin related,					3D-structure,Alternative splicing,Cell adhesion,Cell membrane,Cleavage on pair of basic residues,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Golgi apparatus,GPI-anchor,Lipoprotein,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,	chain:Megakaryocyte-potentiating factor,chain:Mesothelin,chain:Mesothelin, cleaved form,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated serine,propeptide:Removed in mature form,region of interest:Required for megakaryocyte-potentiating factor activity,sequence conflict,sequence variant,signal peptide,splice variant,
MT1G	metallothionein 1G(MT1G)	Homo sapiens				GO:0030224~monocyte differentiation,GO:0035924~cellular response to vascular endothelial growth factor stimulus,GO:0042117~monocyte activation,GO:0045926~negative regulation of growth,GO:0071276~cellular response to cadmium ion,GO:0071280~cellular response to copper ion,GO:0071294~cellular response to zinc ion,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0048471~perinuclear region of cytoplasm,	GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR000006:Metallothionein, vertebrate,IPR003019:Metallothionein superfamily, eukaryotic,IPR017854:Metallothionein domain,IPR018064:Metallothionein, vertebrate, metal binding site,IPR023587:Metallothionein domain, vertebrate,	hsa04978:Mineral absorption,				Acetylation,Alternative splicing,Cadmium,Complete proteome,Copper,Direct protein sequencing,Metal-binding,Metal-thiolate cluster,Phosphoprotein,Proteomics identification,Reference proteome,Zinc,	chain:Metallothionein-1G,metal ion-binding site:Divalent metal cation; cluster A,metal ion-binding site:Divalent metal cation; cluster B,modified residue,region of interest:Alpha,region of interest:Beta,splice variant,
MOGAT2	monoacylglycerol O-acyltransferase 2(MOGAT2)	Homo sapiens				GO:0006071~glycerol metabolic process,GO:0006651~diacylglycerol biosynthetic process,GO:0019432~triglyceride biosynthetic process,GO:0050892~intestinal absorption,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,	GO:0003846~2-acylglycerol O-acyltransferase activity,GO:0016407~acetyltransferase activity,	IPR007130:Diacylglycerol acyltransferase,	hsa00561:Glycerolipid metabolism,hsa04975:Fat digestion and absorption,				Acyltransferase,Alternative splicing,Complete proteome,Endoplasmic reticulum,Glycerol metabolism,Lipid biosynthesis,Lipid metabolism,Membrane,Polymorphism,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:2-acylglycerol O-acyltransferase 2,sequence conflict,sequence variant,splice variant,transmembrane region,
MEGF6	multiple EGF like domains 6(MEGF6)	Homo sapiens					GO:0005576~extracellular region,	GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000742:Epidermal growth factor-like domain,IPR001881:EGF-like calcium-binding,IPR002049:EGF-like, laminin,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR011489:EMI domain,IPR013032:EGF-like, conserved site,IPR018097:EGF-like calcium-binding, conserved site,				SM00179:EGF_CA,SM00180:EGF_Lam,SM00181:EGF,	Alternative splicing,Calcium,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,	chain:Multiple epidermal growth factor-like domains protein 6,disulfide bond,domain:EGF-like 1,domain:EGF-like 10,domain:EGF-like 11,domain:EGF-like 12,domain:EGF-like 13,domain:EGF-like 14,domain:EGF-like 15,domain:EGF-like 16,domain:EGF-like 17,domain:EGF-like 18,domain:EGF-like 19,domain:EGF-like 20,domain:EGF-like 21,domain:EGF-like 22,domain:EGF-like 23,domain:EGF-like 24,domain:EGF-like 25,domain:EGF-like 26,domain:EGF-like 27,domain:EGF-like 2; calcium-binding,domain:EGF-like 3,domain:EGF-like 4,domain:EGF-like 5; calcium-binding,domain:EGF-like 6,domain:EGF-like 7,domain:EGF-like 8; calcium-binding,domain:EGF-like 9,domain:EMI,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,splice variant,
MYO3B	myosin IIIB(MYO3B)	Homo sapiens				GO:0006468~protein phosphorylation,GO:0007601~visual perception,GO:0050896~response to stimulus,	GO:0005737~cytoplasm,GO:0016459~myosin complex,	GO:0003774~motor activity,GO:0003779~actin binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,	IPR000048:IQ motif, EF-hand binding site,IPR000719:Protein kinase, catalytic domain,IPR001609:Myosin head, motor domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00015:IQ,SM00220:S_TKc,SM00242:MYSc,	Actin-binding,Alternative splicing,ATP-binding,Complete proteome,Cytoplasm,Cytoskeleton,Kinase,Motor protein,Myosin,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,Repeat,Sensory transduction,Serine/threonine-protein kinase,Transferase,Vision,	active site:Proton acceptor,binding site:ATP,chain:Myosin-IIIb,domain:IQ 1,domain:IQ 2,domain:Myosin head-like,domain:Protein kinase,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,splice variant,
